Angular field frequency / N (m3/s)        0.1500E-13
Gas temperature (K)                        3000.    
Ionization degree                          0.000    
Electron density (1/m3)                   0.5000E+19
Wave number / N (m2)                       0.000    
Longitudinal diffusion                     0.000    
Energy sharing                             1.000    
Growth model                               1.000    
Maxwellian mean energy (eV)                0.000    
# of grid points                           100.0    
Grid type                                  3.000    
Precision                                 0.1000E-12
Convergence                               0.1000E-04
Maximum # of iterations                    100.0    
Mole fraction Ar                          0.9800    
Mole fraction H                            0.000    
Mole fraction H2                          0.2000E-01


Energy (eV) 	Electric field / N (Td)                                         
7.582	0.000
7.730	0.000
7.880	0.000
8.034	0.000
8.191	0.000
8.350	0.000
8.515	0.000
8.683	0.000
8.856	0.000
9.034	0.000
9.217	0.000
9.405	0.000
9.602	0.000
9.800	0.000
10.01	0.000
10.22	0.000
10.44	0.000
10.67	0.000
10.91	0.000
11.15	0.000
11.40	0.000
11.66	0.000
11.92	0.000
12.20	0.000
12.48	0.000
12.77	0.000
13.07	0.000
13.38	0.000
13.71	0.000
14.03	0.000
14.36	0.000
14.72	0.000
15.09	0.000
15.45	0.000
15.82	0.000
16.22	0.000
16.62	0.000
17.04	0.000
17.46	0.000
17.89	0.000
18.34	0.000
18.80	0.000
19.28	0.000
19.74	0.000
20.24	0.000
20.76	0.000
21.27	0.000
21.80	0.000
22.35	0.000
22.92	0.000
23.47	0.000
24.06	0.000
24.67	0.000
25.28	0.000
25.89	0.000
26.52	0.000
27.19	0.000
27.88	0.000


Energy (eV)	Energy mobility x N (1/m/V/s)
0.9224E-01	0.2060E+25
0.1664	0.3326E+25
0.7690	0.8298E+25
1.725	0.5538E+25
3.104	0.2838E+25
4.206	0.1849E+25
4.786	0.1533E+25
5.127	0.1395E+25
5.373	0.1316E+25
5.578	0.1262E+25
5.762	0.1220E+25
5.935	0.1186E+25
6.099	0.1158E+25
6.258	0.1135E+25
6.412	0.1115E+25
6.563	0.1098E+25
6.711	0.1083E+25
6.857	0.1070E+25
7.002	0.1058E+25
7.146	0.1047E+25
7.290	0.1037E+25
7.435	0.1028E+25
7.582	0.1020E+25
7.730	0.1012E+25
7.880	0.1005E+25
8.034	0.9980E+24
8.191	0.9914E+24
8.350	0.9848E+24
8.515	0.9787E+24
8.683	0.9730E+24
8.856	0.9671E+24
9.034	0.9618E+24
9.217	0.9561E+24
9.405	0.9506E+24
9.602	0.9462E+24
9.800	0.9402E+24
10.01	0.9358E+24
10.22	0.9305E+24
10.44	0.9260E+24
10.67	0.9206E+24
10.91	0.9162E+24
11.15	0.9110E+24
11.40	0.9063E+24
11.66	0.9012E+24
11.92	0.8965E+24
12.20	0.8918E+24
12.48	0.8867E+24
12.77	0.8824E+24
13.07	0.8768E+24
13.38	0.8726E+24
13.71	0.8676E+24
14.03	0.8629E+24
14.36	0.8571E+24
14.72	0.8532E+24
15.09	0.8483E+24
15.45	0.8437E+24
15.82	0.8383E+24
16.22	0.8340E+24
16.62	0.8291E+24
17.04	0.8247E+24
17.46	0.8200E+24
17.89	0.8157E+24
18.34	0.8106E+24
18.80	0.8065E+24
19.28	0.8024E+24
19.74	0.7969E+24
20.24	0.7927E+24
20.76	0.7894E+24
21.27	0.7841E+24
21.80	0.7797E+24
22.35	0.7760E+24
22.92	0.7722E+24
23.47	0.7671E+24
24.06	0.7633E+24
24.67	0.7599E+24
25.28	0.7560E+24
25.89	0.7518E+24
26.52	0.7475E+24
27.19	0.7444E+24
27.88	0.7414E+24


Energy (eV)	Energy diffusion coef. x N (1/m/s)
0.9224E-01	0.1419E+24
0.1664	0.4274E+24
0.7690	0.3937E+25
1.725	0.6029E+25
3.104	0.6022E+25
4.206	0.5613E+25
4.786	0.5393E+25
5.127	0.5270E+25
5.373	0.5196E+25
5.578	0.5142E+25
5.762	0.5101E+25
5.935	0.5070E+25
6.099	0.5047E+25
6.258	0.5030E+25
6.412	0.5019E+25
6.563	0.5014E+25
6.711	0.5012E+25
6.857	0.5017E+25
7.002	0.5024E+25
7.146	0.5038E+25
7.290	0.5054E+25
7.435	0.5074E+25
7.582	0.5099E+25
7.730	0.5127E+25
7.880	0.5159E+25
8.034	0.5195E+25
8.191	0.5235E+25
8.350	0.5276E+25
8.515	0.5326E+25
8.683	0.5378E+25
8.856	0.5434E+25
9.034	0.5495E+25
9.217	0.5559E+25
9.405	0.5626E+25
9.602	0.5705E+25
9.800	0.5777E+25
10.01	0.5865E+25
10.22	0.5950E+25
10.44	0.6046E+25
10.67	0.6139E+25
10.91	0.6244E+25
11.15	0.6349E+25
11.40	0.6460E+25
11.66	0.6575E+25
11.92	0.6698E+25
12.20	0.6824E+25
12.48	0.6953E+25
