% [k15] 
% eV	1/(m^3*s)
0.0384444805172	0
0.0385403832069	0
0.0392000885323	0
0.0415522790951	0
0.047476791415	0
0.0599583522965	0
0.0840873685459	0
0.125957555506	0
0.186548660547	0
0.26011765289	0
0.341462918206	0
0.428818810648	0
0.522238341849	0
0.622902408171	0
0.733601346462	0
0.859588664742	0
1.00955963517	2.30498906876e-22
1.19592332247	2.5063307281e-21
1.42941655824	1.64838612612e-20
1.70921504014	7.28688733803e-20
2.02136574951	2.38532329109e-19
2.34496542084	6.18983631744e-19
2.66050278874	1.35052496522e-18
2.95683541499	2.56501710398e-18
3.23000345936	4.4328037549e-18
3.47842796915	7.0969186043e-18
3.70588798621	1.06827941261e-17
3.91499046216	1.53412870953e-17
4.10836669394	2.12043948976e-17
4.29078211498	2.84207578768e-17
4.46180877456	3.70812602214e-17
4.62603974303	4.72849002146e-17
4.78360391325	5.92432050025e-17
4.93703419255	7.29332242989e-17
5.08637102087	8.8625727714e-17
5.23346754452	1.06179676517e-16
5.37908732696	1.26068409382e-16
5.52226917185	1.4804056777e-16
5.66644639581	1.72454051637e-16
5.80968043376	1.99163440836e-16
5.95427373713	2.28530336297e-16
6.09862121964	2.60373054137e-16
6.2447103458	2.94905124564e-16
6.39402371485	3.325152282e-16
6.54408814235	3.72743500626e-16
6.69710615488	4.16089032936e-16
6.84956906189	4.6181915042e-16
7.00928141074	5.11431171556e-16
7.17097887006	5.64045254315e-16
7.33617033419	6.19676176302e-16
7.50449579219	6.78701111589e-16
7.67741027063	7.41226068039e-16
7.85444004651	8.07635940499e-16
8.03481737707	8.76530772096e-16
8.22293235551	9.50109004458e-16
8.416120857	1.02666559344e-15
8.61563594945	1.10796187176e-15
8.81403689504	1.19141513542e-15
9.02706533859	1.28041261726e-15
9.24467040556	1.3722245702e-15
9.49547252404	1.47688413095e-15
9.69671257662	1.56794551466e-15
9.96806032135	1.68298937103e-15
10.2204907302	1.79367400426e-15
10.474651148	1.90546306327e-15
10.7428689829	2.02354737048e-15
11.022039333	2.14636175629e-15
11.3018979175	2.26997699107e-15
11.6031631046	2.40164310147e-15
11.9129165115	2.53774002241e-15
12.2335937439	2.67648975657e-15
12.5563830004	2.81642872082e-15
12.9143556248	2.97151177215e-15
13.2677168087	3.12155965546e-15
13.6447580749	3.27990367962e-15
14.036547476	3.4418521651e-15
14.4442095322	3.60874532168e-15
14.8629586723	3.77842903945e-15
15.2919488909	3.94762711534e-15
15.7547719184	4.12880270106e-15
16.2340046889	4.31394173402e-15
16.7275845555	4.50090590339e-15
17.2415037225	4.6905569796e-15
17.7912410447	4.89427716829e-15
18.3480173979	5.09246369024e-15
18.9160709324	5.28980855217e-15
19.5163088957	5.49327046907e-15
20.1418257118	5.70148461936e-15
20.797761974	5.91529035162e-15
21.4816122559	6.13165334355e-15
