% [k10] 
% eV	1/(m^3*s)
0.0384444805172	0
0.0385403832069	0
0.0392000885323	0
0.0415522790951	0
0.047476791415	0
0.0599583522965	0
0.0840873685459	0
0.125957555506	2.85800901657e-25
0.186548660547	2.35879224351e-23
0.26011765289	5.50500592093e-22
0.341462918206	5.4889148875e-21
0.428818810648	3.07580758805e-20
0.522238341849	1.16810520181e-19
0.622902408171	3.37072607749e-19
0.733601346462	7.98769373239e-19
0.859588664742	1.63231738303e-18
1.00955963517	2.96915455326e-18
1.19592332247	4.89566058168e-18
1.42941655824	7.37769508617e-18
1.70921504014	1.02192371251e-17
2.02136574951	1.31346986911e-17
2.34496542084	1.58480470901e-17
2.66050278874	1.82079178722e-17
2.95683541499	2.01598503262e-17
3.23000345936	2.17474858595e-17
3.47842796915	2.30079289862e-17
3.70588798621	2.40064059211e-17
3.91499046216	2.47948713823e-17
4.10836669394	2.54138300496e-17
4.29078211498	2.58989300125e-17
4.46180877456	2.62750051211e-17
4.62603974303	2.65607860685e-17
4.78360391325	2.67734284629e-17
4.93703419255	2.69260935013e-17
5.08637102087	2.70245105361e-17
5.23346754452	2.70776094587e-17
5.37908732696	2.70940981989e-17
5.52226917185	2.70736626371e-17
5.66644639581	2.70249427131e-17
5.80968043376	2.69512191325e-17
5.95427373713	2.68493441553e-17
6.09862121964	2.67252893084e-17
6.2447103458	2.6586691717e-17
6.39402371485	2.64247985935e-17
6.54408814235	2.62538056895e-17
6.69710615488	2.60606676279e-17
6.84956906189	2.58561163234e-17
7.00928141074	2.56392652634e-17
7.17097887006	2.54108347379e-17
7.33617033419	2.51724239412e-17
7.50449579219	2.49204879986e-17
7.67741027063	2.46668274581e-17
7.85444004651	2.43920950516e-17
8.03481737707	2.41181326192e-17
8.22293235551	2.38288293778e-17
8.416120857	2.35387531922e-17
8.61563594945	2.32451720767e-17
8.81403689504	2.29411067378e-17
9.02706533859	2.26246473801e-17
9.24467040556	2.23107434146e-17
9.49547252404	2.20027941573e-17
9.69671257662	2.1659678532e-17
9.96806032135	2.13462884503e-17
10.2204907302	2.10065043997e-17
10.474651148	2.06744902683e-17
10.7428689829	2.03246903697e-17
11.022039333	1.99786341754e-17
11.3018979175	1.96389384958e-17
11.6031631046	1.92813651314e-17
11.9129165115	1.89201472065e-17
12.2335937439	1.85706220067e-17
12.5563830004	1.82249790855e-17
12.9143556248	1.78569497817e-17
13.2677168087	1.75094398181e-17
13.6447580749	1.71459878704e-17
14.036547476	1.67798348521e-17
14.4442095322	1.64190090275e-17
14.8629586723	1.60644937019e-17
15.2919488909	1.57253459228e-17
15.7547719184	1.5354842213e-17
16.2340046889	1.49928896231e-17
16.7275845555	1.46353042068e-17
17.2415037225	1.42913223701e-17
17.7912410447	1.39360485095e-17
18.3480173979	1.35925950028e-17
18.9160709324	1.3252773513e-17
19.5163088957	1.291995778e-17
20.1418257118	1.25877117381e-17
20.797761974	1.22453397738e-17
21.4816122559	1.19106293808e-17
