% [k9] 
% eV	1/(m^3*s)
0.0384444805172	0
0.0385403832069	0
0.0392000885323	0
0.0415522790951	0
0.047476791415	0
0.0599583522965	0
0.0840873685459	2.06078351303e-25
0.125957555506	4.04314850147e-23
0.186548660547	1.65887438393e-21
0.26011765289	2.27082736915e-20
0.341462918206	1.5075452793e-19
0.428818810648	6.263884343e-19
0.522238341849	1.91507341282e-18
0.622902408171	4.73153634364e-18
0.733601346462	1.00351154235e-17
0.859588664742	1.89536473317e-17
1.00955963517	3.26445534066e-17
1.19592332247	5.19071894911e-17
1.42941655824	7.64939057969e-17
1.70921504014	1.04622372361e-16
2.02136574951	1.33612230297e-16
2.34496542084	1.60800350338e-16
2.66050278874	1.84671206122e-16
2.95683541499	2.0463186347e-16
3.23000345936	2.2106544461e-16
3.47842796915	2.34291107168e-16
3.70588798621	2.4493063157e-16
3.91499046216	2.53478466691e-16
4.10836669394	2.60325486995e-16
4.29078211498	2.65827156574e-16
4.46180877456	2.70215085913e-16
4.62603974303	2.73686665e-16
4.78360391325	2.76401570831e-16
4.93703419255	2.78497698173e-16
5.08637102087	2.8002467488e-16
5.23346754452	2.81080237412e-16
5.37908732696	2.81746695373e-16
5.52226917185	2.82018156e-16
5.66644639581	2.81986500029e-16
5.80968043376	2.81683367863e-16
5.95427373713	2.81074874513e-16
6.09862121964	2.80220559522e-16
6.2447103458	2.7920482492e-16
6.39402371485	2.77933514067e-16
6.54408814235	2.76553652219e-16
6.69710615488	2.74925597366e-16
6.84956906189	2.73159163286e-16
7.00928141074	2.71264441958e-16
7.17097887006	2.69224184313e-16
7.33617033419	2.67068182352e-16
7.50449579219	2.64754844517e-16
7.67741027063	2.62414150815e-16
7.85444004651	2.59830276089e-16
8.03481737707	2.57241862319e-16
8.22293235551	2.54484575022e-16
8.416120857	2.51708645265e-16
8.61563594945	2.4888194634e-16
8.81403689504	2.45912058508e-16
9.02706533859	2.42819776767e-16
9.24467040556	2.39740032103e-16
9.49547252404	2.36711505783e-16
9.69671257662	2.33280058281e-16
9.96806032135	2.30180822335e-16
10.2204907302	2.26773657201e-16
10.474651148	2.23429113817e-16
10.7428689829	2.19895927625e-16
11.022039333	2.16382848529e-16
11.3018979175	2.12918084291e-16
11.6031631046	2.09270639104e-16
11.9129165115	2.0556180306e-16
12.2335937439	2.01970283641e-16
12.5563830004	1.98395583405e-16
12.9143556248	1.94594335417e-16
13.2677168087	1.90979754226e-16
13.6447580749	1.87197632878e-16
14.036547476	1.83386835966e-16
14.4442095322	1.79611669833e-16
14.8629586723	1.75883536355e-16
15.2919488909	1.72322155105e-16
15.7547719184	1.68425397567e-16
16.2340046889	1.64598859389e-16
16.7275845555	1.60807313534e-16
17.2415037225	1.57163316144e-16
17.7912410447	1.53391449992e-16
18.3480173979	1.49729354115e-16
18.9160709324	1.46103251279e-16
19.5163088957	1.42545341889e-16
20.1418257118	1.38980388135e-16
20.797761974	1.35306932373e-16
21.4816122559	1.31717714415e-16
