% [k3] Dissociative Recombination
% eV	1/(m^3*s)
0.0384444805172	1.56747619425e-13
0.0385403832069	1.56796213841e-13
0.0392000885323	1.57308221126e-13
0.0415522790951	1.57809899226e-13
0.047476791415	1.6033746836e-13
0.0599583522965	1.62512639895e-13
0.0840873685459	1.6124602722e-13
0.125957555506	1.52817115436e-13
0.186548660547	1.3951744377e-13
0.26011765289	1.24694475904e-13
0.341462918206	1.11263638068e-13
0.428818810648	9.97468950801e-14
0.522238341849	9.00591987268e-14
0.622902408171	8.18513781802e-14
0.733601346462	7.48003400749e-14
0.859588664742	6.86183513857e-14
1.00955963517	6.3050058964e-14
1.19592332247	5.79050599128e-14
1.42941655824	5.31042035285e-14
1.70921504014	4.86684165865e-14
2.02136574951	4.47049866183e-14
2.34496542084	4.1285741061e-14
2.66050278874	3.84179813802e-14
2.95683541499	3.60502918949e-14
3.23000345936	3.41060067991e-14
3.47842796915	3.24951682245e-14
3.70588798621	3.11463079563e-14
3.91499046216	3.00038284658e-14
4.10836669394	2.90172941833e-14
4.29078211498	2.81579620585e-14
4.46180877456	2.73979968754e-14
4.62603974303	2.67178818707e-14
4.78360391325	2.61022574731e-14
4.93703419255	2.55374755597e-14
5.08637102087	2.50191102454e-14
5.23346754452	2.45365508253e-14
5.37908732696	2.40850316817e-14
5.52226917185	2.36600773533e-14
5.66644639581	2.32605236136e-14
5.80968043376	2.28773324024e-14
5.95427373713	2.25137521702e-14
6.09862121964	2.21628263005e-14
6.2447103458	2.18279320437e-14
6.39402371485	2.15053351159e-14
6.54408814235	2.11928629954e-14
6.69710615488	2.08910732349e-14
6.84956906189	2.0595249074e-14
7.00928141074	2.03114127789e-14
7.17097887006	2.00322578476e-14
7.33617033419	1.97595054192e-14
7.50449579219	1.94917173013e-14
7.67741027063	1.92334453339e-14
7.85444004651	1.897581224e-14
8.03481737707	1.87263320797e-14
8.22293235551	1.84794647562e-14
8.416120857	1.82362104911e-14
8.61563594945	1.80013953649e-14
8.81403689504	1.77654589933e-14
9.02706533859	1.75308716477e-14
9.24467040556	1.73022649444e-14
9.49547252404	1.70904549777e-14
9.69671257662	1.68531254856e-14
9.96806032135	1.66493803177e-14
10.2204907302	1.64294971238e-14
10.474651148	1.62140532283e-14
10.7428689829	1.59985003068e-14
11.022039333	1.57882150367e-14
11.3018979175	1.55793250549e-14
11.6031631046	1.53675897888e-14
11.9129165115	1.51565685981e-14
12.2335937439	1.49552095691e-14
12.5563830004	1.4754042358e-14
12.9143556248	1.4551819167e-14
13.2677168087	1.43524620388e-14
13.6447580749	1.41510921265e-14
14.036547476	1.39515264944e-14
14.4442095322	1.37546494584e-14
14.8629586723	1.35598529414e-14
15.2919488909	1.33720905483e-14
15.7547719184	1.31754362967e-14
16.2340046889	1.29815639708e-14
16.7275845555	1.27870277066e-14
17.2415037225	1.26015029834e-14
17.7912410447	1.24149215859e-14
18.3480173979	1.22304414518e-14
18.9160709324	1.20454719862e-14
19.5163088957	1.1864801808e-14
20.1418257118	1.168498383e-14
20.797761974	1.15008536478e-14
21.4816122559	1.13195154517e-14
