% [k12] 
% eV	1/(m^3*s)
0.0384444805172	0
0.0385403832069	0
0.0392000885323	0
0.0415522790951	0
0.047476791415	0
0.0599583522965	0
0.0840873685459	0
0.125957555506	0
0.186548660547	0
0.26011765289	0
0.341462918206	0
0.428818810648	0
0.522238341849	0
0.622902408171	0
0.733601346462	0
0.859588664742	2.54666142341e-22
1.00955963517	3.68229740774e-21
1.19592332247	3.09552299254e-20
1.42941655824	1.56263364301e-19
1.70921504014	5.53437223922e-19
2.02136574951	1.48984732025e-18
2.34496542084	3.26933322741e-18
2.66050278874	6.13171220434e-18
2.95683541499	1.02661524218e-17
3.23000345936	1.58091216653e-17
3.47842796915	2.282865416e-17
3.70588798621	3.14000526372e-17
3.91499046216	4.15898916174e-17
4.10836669394	5.33998538193e-17
4.29078211498	6.70782146338e-17
4.46180877456	8.25003497021e-17
4.62603974303	9.97572144059e-17
4.78360391325	1.19093906659e-16
4.93703419255	1.4040793189e-16
5.08637102087	1.6387461116e-16
5.23346754452	1.89426827752e-16
5.37908732696	2.17518006617e-16
5.52226917185	2.47812153767e-16
5.66644639581	2.80697243554e-16
5.80968043376	3.16033616523e-16
5.95427373713	3.54209512809e-16
6.09862121964	3.94998947066e-16
6.2447103458	4.38623686993e-16
6.39402371485	4.85669271523e-16
6.54408814235	5.35331530771e-16
6.69710615488	5.88391328803e-16
6.84956906189	6.4381064824e-16
7.00928141074	7.03795354729e-16
7.17097887006	7.66773784513e-16
7.33617033419	8.33098947167e-16
7.50449579219	9.02998958262e-16
7.67741027063	9.76909690017e-16
7.85444004651	1.05486903963e-15
8.03481737707	1.13570485144e-15
8.22293235551	1.22166055375e-15
8.416120857	1.31122480495e-15
8.61563594945	1.40587672465e-15
8.81403689504	1.50259095268e-15
9.02706533859	1.60593572394e-15
9.24467040556	1.71244124303e-15
9.49547252404	1.83356999452e-15
9.69671257662	1.93878576921e-15
9.96806032135	2.07190523756e-15
10.2204907302	2.19955817878e-15
10.474651148	2.32837137151e-15
10.7428689829	2.46456193626e-15
11.022039333	2.60590278684e-15
11.3018979175	2.74801396851e-15
11.6031631046	2.89947290754e-15
11.9129165115	3.05577053179e-15
12.2335937439	3.21505777879e-15
12.5563830004	3.37536513213e-15
12.9143556248	3.55315760527e-15
13.2677168087	3.72474542411e-15
13.6447580749	3.90588320951e-15
14.036547476	4.0909651366e-15
14.4442095322	4.28137361903e-15
14.8629586723	4.47450631711e-15
15.2919488909	4.66715625805e-15
15.7547719184	4.87319102619e-15
16.2340046889	5.08320693602e-15
16.7275845555	5.2947777738e-15
17.2415037225	5.50944148329e-15
17.7912410447	5.73955104227e-15
18.3480173979	5.96281469072e-15
18.9160709324	6.18480948518e-15
19.5163088957	6.41330932346e-15
20.1418257118	6.64657486288e-15
20.797761974	6.88569972157e-15
21.4816122559	7.12723293889e-15
