% [k1] Dissociative Excitation
% eV	1/(m^3*s)
0.0384444805172	0
0.0385403832069	0
0.0392000885323	0
0.0415522790951	0
0.047476791415	0
0.0599583522965	0
0.0840873685459	0
0.125957555506	0
0.186548660547	0
0.26011765289	0
0.341462918206	1.267853117e-20
0.428818810648	2.86198475094e-19
0.522238341849	3.3342119352e-18
0.622902408171	2.44234876359e-17
0.733601346462	1.27249039673e-16
0.859588664742	5.04858860321e-16
1.00955963517	1.58737415087e-15
1.19592332247	4.05408255887e-15
1.42941655824	8.56463525271e-15
1.70921504014	1.53046082275e-14
2.02136574951	2.37937491357e-14
2.34496542084	3.31211477269e-14
2.66050278874	4.24486201608e-14
2.95683541499	5.11575157518e-14
3.23000345936	5.90563781494e-14
3.47842796915	6.60185163232e-14
3.70588798621	7.21327995513e-14
3.91499046216	7.74790978095e-14
4.10836669394	8.21565250667e-14
4.29078211498	8.62879699887e-14
4.46180877456	8.99249110948e-14
4.62603974303	9.31673481752e-14
4.78360391325	9.60593678846e-14
4.93703419255	9.86665213264e-14
5.08637102087	1.00998380559e-13
5.23346754452	1.03107691733e-13
5.37908732696	1.05033411685e-13
5.52226917185	1.06763608014e-13
5.66644639581	1.08346150621e-13
5.80968043376	1.09799729894e-13
5.95427373713	1.11107792338e-13
6.09862121964	1.12292693946e-13
6.2447103458	1.1340360052e-13
6.39402371485	1.14394337922e-13
6.54408814235	1.15330647998e-13
6.69710615488	1.16147267688e-13
6.84956906189	1.16880388305e-13
7.00928141074	1.17584163853e-13
7.17097887006	1.18201397762e-13
7.33617033419	1.18765128007e-13
7.50449579219	1.19253743335e-13
7.67741027063	1.19734141813e-13
7.85444004651	1.20096123076e-13
8.03481737707	1.20438564955e-13
8.22293235551	1.20724394374e-13
8.416120857	1.20994011983e-13
8.61563594945	1.21251793871e-13
8.81403689504	1.21388986166e-13
9.02706533859	1.21529949593e-13
9.24467040556	1.2165309069e-13
9.49547252404	1.21879166253e-13
9.69671257662	1.21720412888e-13
9.96806032135	1.21949917942e-13
10.2204907302	1.2193323983e-13
10.474651148	1.21898335636e-13
10.7428689829	1.21808128516e-13
11.022039333	1.21716365695e-13
11.3018979175	1.21602362816e-13
11.6031631046	1.21465361963e-13
11.9129165115	1.21277840763e-13
12.2335937439	1.21125724693e-13
12.5563830004	1.20929284362e-13
12.9143556248	1.20764189564e-13
13.2677168087	1.20558301031e-13
13.6447580749	1.20322766821e-13
14.036547476	1.20083199547e-13
14.4442095322	1.19837476149e-13
14.8629586723	1.19586558613e-13
15.2919488909	1.19375478112e-13
15.7547719184	1.19090591564e-13
16.2340046889	1.18810671375e-13
16.7275845555	1.18521623477e-13
17.2415037225	1.18295776304e-13
17.7912410447	1.1809407051e-13
18.3480173979	1.17843651692e-13
18.9160709324	1.17569487512e-13
19.5163088957	1.17343561838e-13
20.1418257118	1.17114669281e-13
20.797761974	1.16856201157e-13
21.4816122559	1.16637605629e-13
